SKU,DESCRIPTION,BRAND,CATG,GROUP,VENDOR,REPLACE_COST
Z6SBBXX1S9-3080,"SPLIT QU SMOKEY BLACK FND 9""",SOUTH,FOUND,QUFND,SOUTH,70.00
Z6SBBXX1S9-3684,"SPLIT CK SMOKEY BLACK FND 9""",SOUTH,FOUND,SCKFND,SOUTH,70.00
Z6SBBXX1S9-3974,"TWIN SMOKEY BLACK FND 9""",SOUTH,FOUND,TWFND,SOUTH,68.00
Z6SBBXX1S9-3980,"TWINXL SMOKEY BLACK FND 9""",SOUTH,FOUND,TXLFND,SOUTH,70.00
Z6SBBXX1S9-5474,"FULL SMOKEY BLACK FND 9""",SOUTH,FOUND,FUFND,SOUTH,78.00
Z6SBBXX1S9-5480,"FULLXL SMOKEY BLACK FND 9""",SOUTH,FOUND,FXLFND,SOUTH,85.00
Z6SBBXX1S9-6080,"QUEEN SMOKEY BLACK FND 9""",SOUTH,FOUND,QUFND,SOUTH,85.00
48600Q,"QUEEN WHITE FND 8""",SPINE,FOUND,QUFND,SPINE,110.00
CLOUDGELPT,QUEEN CLOUD GEL PILLOW TOP,SPINE,MATT,QUEEN,SPINE,550.00
ELE-MED-QN,ELEGANCE SUPREME GEL MEDIUM,SPINE,MATT,QUEEN,GUARD,500.00
MONETXFM-EK,E KING MONET EXTRA FIRM LATEX,SPINE,MATT,KING,SPINE,750.00
SB-UNIV05-09-5000,"QUEEN SPRING-AIR BLACK FND 9""",SPRING-AIR,FOUND,QUFND,CANN,94.00
SM-ASPENFM-3300,TWIN ASPEN FIRM,SPRING-AIR,MATT,TWIN,CANN,130.00
SM-ASPENFM-33XL,TWINXL ASPEN FIRM,SPRING-AIR,MATT,TWINXL,CANN,140.50
SM-ASPENFM-4600,FULL ASPEN FIRM,SPRING-AIR,MATT,FULL,CANN,170.00
SM-ASPENFM-5000,QUEEN ASPEN FIRM,SPRING-AIR,MATT,QUEEN,CANN,198.00
SM-DOGWDFM-3300,TWIN DOGWOOD FIRM,SPRING-AIR,MATT,TWIN,CANN,145.00
SM-DOGWDFM-4600,FULL DOGWOOD FIRM,SPRING-AIR,MATT,FULL,CANN,178.00
SM-DOGWDFM-5000,QUEEN DOGWOOD FIRM,SPRING-AIR,MATT,QUEEN,CANN,200.00
SM-DOGWDPT-3300,TWIN DOGWOOD PILLOW TOP,SPRING-AIR,MATT,TWIN,CANN,145.00
SM-DOGWDPT-33XL,TWINXL DOGWOOD PILLOW TOP,SPRING-AIR,MATT,TWINXL,CANN,152.00
SM-DOGWDPT-4600,FULL DOGWOOD PILLOW TOP,SPRING-AIR,MATT,FULL,CANN,178.00
SM-DOGWDPT-5000,QUEEN DOGWOOD PILLOW TOP,SPRING-AIR,MATT,QUEEN,CANN,200.00
SM-ERINFET-5000,"QUEEN ERIN MEDIUM EUROTOP 12""",SPRING-AIR,MATT,QUEEN,CANN,254.00
SM-FOXTAILFM-3300,TWIN FOXTAIL FIRM,SPRING-AIR,MATT,TWIN,CANN,119.00
SM-FRANCESCAFM-5000,"QN FRANCESCA HYBRID FIRM 13.5""",SPRING-AIR,MATT,QUEEN,CANN,433.00
SM-HUGHESFM-5000,QUEEN HUGHES FIRM,SPRING-AIR,MATT,QUEEN,CANN,297.00
SM-HUGHESFM-6600,E KING HUGHES FIRM,SPRING-AIR,MATT,KING,CANN,390.60
SM-HUGHESFM-6700,CAKING HUGHES FIRM,SPRING-AIR,MATT,CAKING,CANN,361.00
SM-HUGHESPT-33XL,TWINXL HUGHES PILLOW TOP,SPRING-AIR,MATT,TWINXL,CANN,249.90
SM-HUGHESPT-5000,QUEEN HUGHES PILLOW TOP,SPRING-AIR,MATT,QUEEN,CANN,283.50
SM-HUGHESPT-6600,E KING HUGHES PILLOW TOP,SPRING-AIR,MATT,KING,CANN,407.00
SM-ISABELPL-4600,FULL ISABEL PLUSH,SPRING-AIR,MATT,FULL,CANN,323.00
SM-ISABELPL-5000,QUEEN ISABEL PLUSH,SPRING-AIR,MATT,QUEEN,CANN,390.00
SM-ISABELPT-5000,QUEEN ISABEL P/T,SPRING-AIR,MATT,QUEEN,CANN,390.00
SM-ISABELPT-6600,E KING ISABEL P/T,SPRING-AIR,MATT,KING,CANN,510.00
SM-JOSIEPT-5000,QUEEN JOSIE P/T,SPRING-AIR,MATT,QUEEN,CANN,490.00
SM-KATRINAXF-5000,QUEEN KATRINA EXTRA FIRM,SPRING-AIR,MATT,QUEEN,CANN,575.00
SM-KATRINAXF-6600,E KING KATRINA EXTRA FIRM,SPRING-AIR,MATT,KING,CANN,719.00
SM-KATRINAXF-6700,CAKING KATRINA EXTRA FIRM,SPRING-AIR,MATT,CAKING,CANN,719.00
SM-OLIVEFM-3300,TWIN OLIVE FIRM,SPRING-AIR,MATT,TWIN,CANN,92.00
SM-OLIVEFM-33XL,TWINXL OLIVE FIRM,SPRING-AIR,MATT,TWINXL,CANN,98.00
SM-OLIVEFM-4600,FULL OLIVE FIRM,SPRING-AIR,MATT,FULL,CANN,126.00
SM-OLIVEFM-5000,QUEEN OLIVE FIRM,SPRING-AIR,MATT,QUEEN,CANN,149.00
SM-PALOVERD-3300,TWIN PALO VERDE,SPRING-AIR,MATT,TWIN,CANN,64.50
SM-PALOVERD-5000,QUEEN PALO VERDE,SPRING-AIR,MATT,QUEEN,CANN,100.00
SM-RAINERFM-6600,KING RAINIER FIRM,SPRING-AIR,MATT,QUEEN,CANN,982.00
SM-SLOANPT-3300,TWIN SLOAN PILLOW TOP,SPRING-AIR,MATT,TWIN,CANN,283.00
SM-SLOANPT-5000,QUEEN SLOAN PILLOWTOP,SPRING-AIR,MATT,QUEEN,CANN,364.00
SM-VANGOGHPT-5000,QUEEN VAN GOGH PILLOW TOP,SPRING-AIR,MATT,QUEEN,CANN,396.00
151131P4,STD S&F STUDIO LATEX PILLOW,STEARNS&FOSTER,PILLOW,PILLOW,TMPSL,51.60
151141P5,QUEEN S&F DOWN & LATEX PILLOW,STEARNS&FOSTER,PILLOW,PILLOW,TMPSL,71.60
151141P6,KING S&F LUX-ESTATE PILLOW,STEARNS&FOSTER,PILLOW,PILLOW,TMPSL,87.60
53001331-PROMO,TWINXL STUDIO MED TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,717.00
53001340,FULL STUDIO MED TT,STEARNS&FOSTER,MATT,FULL,SEALY,827.00
53001351,QUEEN STUDIO MED TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,827.00
53001351-PROMO,QUEEN STUDIO MED TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,752.00
53001361,E KING STUDIO MED TT,STEARNS&FOSTER,MATT,KING,SEALY,1037.00
53001362-PROMO,CAKING STUDIO MED TT,STEARNS&FOSTER,MATT,CAKING,SEALY,962.00
53007731,TWINXL LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1254.00
53007731-PROMO,TWINXL LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1190.00
53007732-PROMO,SPLIT CK LUX-ESTATE ULTR FM TT,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1190.00
53007751,QUEEN LUX-ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1289.00
53007751-PROMO,QUEEN LUX-ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1225.00
53007761,E KING LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,KING,SEALY,1499.00
53007761-PROMO,E KING LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,KING,SEALY,1435.00
53007762,CAKING LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1499.00
53007762-PROMO,CAKING LUX-ESTATE ULTRA FM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1435.00
53008151,QUEEN RESERVE MED TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1839.00
53008161-PROMO,E KING RESERVE MED TT,STEARNS&FOSTER,MATT,KING,SEALY,1954.00
53008162,CAKING RESERVE MED TT,STEARNS&FOSTER,MATT,CAKING,SEALY,2049.00
53008162-PROMO,CAKING RESERVE MED TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1954.00
53008451,QUEEN LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1504.00
53008451-PROMO,QUEEN LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1354.00
53008461,E KING LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,KING,SEALY,1714.00
53008461-PROMO,E KING LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,KING,SEALY,1564.00
53008462,CAKING LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1714.00
53008462-PROMO,CAKING LUX-ESTATE SOFT EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1564.00
53008851,QUEEN ESTATE SOFT TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1055.00
53008862-PROMO,CAKING ESTATE SOFT TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1190.00
53008931,TWINXL ESTATE FIRM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1020.00
53008931-PROMO,TWINXL ESTATE FIRM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,945.00
53008940,FULL ESTATE FIRM TT,STEARNS&FOSTER,MATT,FULL,SEALY,1055.00
53008940-PROMO,FULL ESTATE FIRM TT,STEARNS&FOSTER,MATT,FULL,SEALY,980.00
53008951,QUEEN ESTATE FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1055.00
53008951-PROMO,QUEEN ESTATE FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,980.00
53008961,E KING ESTATE FIRM TT,STEARNS&FOSTER,MATT,KING,SEALY,1265.00
53008961-PROMO,E KING ESTATE FIRM TT,STEARNS&FOSTER,MATT,KING,SEALY,1190.00
53008962,CAKING ESTATE FIRM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1265.00
53008962-PROMO,CAKING ESTATE FIRM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1190.00
53009031,TWINXL LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1340.00
53009031-PROMO,TWINXL LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1190.00
53009051,QUEEN LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1375.00
53009051-PROMO,QUEEN LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1225.00
53009061,E KING LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,KING,SEALY,1585.00
53009061-PROMO,E KING LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,KING,SEALY,1435.00
53009062,CAKING LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1585.00
53009062-PROMO,CAKING LUX-ESTATE MED TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1435.00
53009131,TWINXL ESTATE SOFT EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1108.00
53009132,SPLIT CK ESTATE SOFT EPT,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1108.00
53009140,FULL ESTATE SOFT EPT,STEARNS&FOSTER,MATT,FULL,SEALY,1143.00
53009151,QUEEN ESTATE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1143.00
53009151-PROMO,QUEEN ESTATE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1068.00
53009161-PROMO,E KING ESTATE SOFT EPT,STEARNS&FOSTER,MATT,KING,SEALY,1278.00
53009162-PROMO,CAKING ESTATE SOFT EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1278.00
53009531,TWINXL ESTATE FIRM EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1108.00
53009531-PROMO,TWINXL ESTATE FIRM EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1033.00
53009532,SPLIT CK ESTATE FIRM EPT,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1108.00
53009540-PROMO,FULL ESTATE FIRM EPT,STEARNS&FOSTER,MATT,FULL,SEALY,1068.00
53009551,QUEEN ESTATE FIRM EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1143.00
53009551-PROMO,QUEEN ESTATE FIRM EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1068.00
53009561,E KING ESTATE FIRM EPT,STEARNS&FOSTER,MATT,KING,SEALY,1353.00
53009561-PROMO,E KING ESTATE FIRM EPT,STEARNS&FOSTER,MATT,KING,SEALY,1278.00
53009562,CAKING ESTATE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1353.00
53009562-PROMO,CAKING ESTATE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1278.00
53009962-PROMO,CAKING RESERVE DUET FIRM,STEARNS&FOSTER,MATT,CAKING,SEALY,2634.00
53010051,QUEEN RESERVE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,2199.00
53010051-PROMO,QUEEN RESERVE SOFT EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,2024.00
53010062-PROMO,CAKING RESERVE SOFT EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,2234.00
53019230,TWIN STUDIO MED EPT,STEARNS&FOSTER,MATT,TWIN,SEALY,885.00
53019231,TWINXL STUDIO MED EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,885.00
53019240-PROMO,FULL STUDIO MED EPT,STEARNS&FOSTER,MATT,FULL,SEALY,845.00
53019251,QUEEN STUDIO MED EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,920.00
53019251-PROMO,QUEEN STUDIO MED EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,845.00
53019261,E KING STUDIO MED EPT,STEARNS&FOSTER,MATT,KING,SEALY,1130.00
53019261-PROMO,E KING STUDIO MED EPT,STEARNS&FOSTER,MATT,KING,SEALY,1055.00
53019262,CAKING STUDIO MED EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1130.00
53019262-PROMO,CAKING STUDIO MED EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1055.00
53019331-PROMO,TWINXL LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1412.00
53019351,QUEEN LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1597.00
53019351-PROMO,QUEEN LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1447.00
53019361,E KING LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,KING,SEALY,1807.00
53019361-PROMO,E KING LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,KING,SEALY,1657.00
53019362,CAKING LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1807.00
53019362-PROMO,CAKING LUX-ESTATE MED EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1657.00
53019431,TWINXL LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1469.00
53019451,QUEEN LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1504.00
53019451-PROMO,QUEEN LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1354.00
53019461,E KING LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,KING,SEALY,1714.00
53019461-PROMO,E KING LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,KING,SEALY,1564.00
53019462,CAKING LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1714.00
53019462-PROMO,CAKING LUX-ESTATE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,1564.00
53019951,QUEEN RESERVE FIRM EPT,STEARNS&FOSTER,MATT,QUEEN,SEALY,2199.00
53019961-PROMO,E KING RESERVE FIRM EPT,STEARNS&FOSTER,MATT,KING,SEALY,2234.00
53019962,CAKING RESERVE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,2409.00
53019962-PROMO,CAKING RESERVE FIRM EPT,STEARNS&FOSTER,MATT,CAKING,SEALY,2234.00
53051331,TWINXL ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,1020.00
53051331-PROMO,TWINXL ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,945.00
53051340,FULL ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,FULL,SEALY,1055.00
53051340-PROMO,FULL ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,FULL,SEALY,980.00
53051351,QUEEN ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1055.00
53051351-PROMO,QUEEN ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,980.00
53051361,E KING ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,KING,SEALY,1265.00
53051361-PROMO,E KING ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,KING,SEALY,1190.00
53051362,CAKING ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1265.00
53051362-PROMO,CAKING ESTATE ULTRA FIRM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1190.00
53167631-PROMO,TWINXL ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,TWINXL,SEALY,810.00
53167640,FULL ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,FULL,SEALY,920.00
53167640-PROMO,FULL ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,FULL,SEALY,845.00
53167651,QUEEN ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,920.00
53167651-PROMO,QUEEN ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,QUEEN,SEALY,845.00
53167661,E KING ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,KING,SEALY,1130.00
53167661-PROMO,E KING ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,KING,SEALY,1055.00
53167662-PROMO,CAKING ESTATE MEDIUM TT,STEARNS&FOSTER,MATT,CAKING,SEALY,1055.00
53167751,QUEEN LUX-ESTATE ELITE MED PT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1679.00
53167751-PROMO,QUEEN LUX-ESTATE ELITE MED PT,STEARNS&FOSTER,MATT,QUEEN,SEALY,1529.00
53167762,CAKING LUX-ESTATE ELITE MED PT,STEARNS&FOSTER,MATT,CAKING,SEALY,1889.00
53167762-PROMO,CAKING LUX-ESTATE ELITE MED PT,STEARNS&FOSTER,MATT,CAKING,SEALY,1739.00
63048931,"TWINXL 2022 S&F SX4 FND 9""",STEARNS&FOSTER,FOUND,TXLFND,SEALY,130.00
63048932,"SPLIT CK 2022 S&F SX4 FND 9""",STEARNS&FOSTER,FOUND,SCKFND,SEALY,130.00
63048940,"FULL 2022 S&F SX4 FND 9""",STEARNS&FOSTER,FOUND,FUFND,SEALY,165.00
63048951,"QUEEN 2022 S&F SX4 FND 9""",STEARNS&FOSTER,FOUND,QUFND,SEALY,165.00
63049031,"TWINXL LP 2022 S&F SX3 FND 5""",STEARNS&FOSTER,FOUND,TXLFND,SEALY,130.00
63049032,"SPLIT CK LP '22 S&F SX3 FND 5""",STEARNS&FOSTER,FOUND,SCKFND,SEALY,130.00
63049040,"FULL LP 2022 S&F SX3 FND 5""",STEARNS&FOSTER,FOUND,FUFND,SEALY,165.00
63049051,"QUEEN LP 2022 S&F SX3 FND 5""",STEARNS&FOSTER,FOUND,QUFND,SEALY,165.00
ES2-EPT-CK,CAKING HURSTON PLUSH EURO-TOP,STEARNS&FOSTER,MATT,CAKING,SEALY,1275.00
ES2-EPT-F,FULL HURSTON PLUSH EURO-TOP,STEARNS&FOSTER,MATT,FULL,SEALY,982.00
ES2-EPT-K,E KING HURSTON PLUSH EURO-TOP,STEARNS&FOSTER,MATT,KING,SEALY,1275.00
ES2-EPT-Q,QUEEN HURSTON PLUSH EURO-TOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,1005.00
ES2-EPT-SCK,SPLIT CK HURSTON PLUSH EUROTOP,STEARNS&FOSTER,MATT,SPLCAK,SEALY,960.00
ES2-EPT-TXL,TWINXL HURSTON PLUSH EURO-TOP,STEARNS&FOSTER,MATT,TWINXL,SEALY,960.00
ES4-EPS-K,E KING ROCKWELL PLUSH EUROTOP,STEARNS&FOSTER,MATT,KING,SEALY,1358.00
ES4-EPS-Q,QUEEN ROCKWELL PLUSH EUROTOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,1100.00
ES4-EPT-CK,CAKING ROCKWELL FIRM EURO-TOP,STEARNS&FOSTER,MATT,CAKING,SEALY,1358.00
ES4-EPT-F,FULL ROCKWELL FIRM EURO-TOP,STEARNS&FOSTER,MATT,FULL,SEALY,1078.00
ES4-EPT-K,E KING ROCKWELL FIRM EURO-TOP,STEARNS&FOSTER,MATT,KING,SEALY,1358.00
ES4-EPT-Q,QUEEN ROCKWELL FIRM EURO-TOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,1100.00
ES4-EPT-SCK,SPLIT CK ROCKWELL FIRM EURO-TO,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1057.00
ES4-EPT-TXL,TWINXL ROCKWELL FIRM EURO-TOP,STEARNS&FOSTER,MATT,TWINXL,SEALY,1057.00
ES4-TT-CK,CAKING ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,CAKING,SEALY,1272.00
ES4-TT-F,FULL ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,FULL,SEALY,992.00
ES4-TT-K,E KING ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,KING,SEALY,1272.00
ES4-TT-Q,QUEEN ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,QUEEN,SEALY,1014.00
ES4-TT-SCK,SPLIT CK ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,SPLCAK,SEALY,971.00
ES4-TT-TXL,TWINXL ROCKWELL ULTRA FIRM,STEARNS&FOSTER,MATT,TWINXL,SEALY,971.00
LE2-EFT-CK,CAKING CASSATT FIRM EURO-TOP,STEARNS&FOSTER,MATT,CAKING,SEALY,1587.00
LE2-EFT-K,E KING CASSATT FIRM EURO-TOP,STEARNS&FOSTER,MATT,KING,SEALY,1587.00
LE2-EFT-Q,QUEEN CASSATT FIRM EURO-TOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,1335.00
LE2-EPT-CK,CAKING CASSATT PLUSH EURO-TOP,STEARNS&FOSTER,MATT,CAKING,SEALY,1587.00
LE2-EPT-F,FULL CASSATT PLUSH EURO-TOP,STEARNS&FOSTER,MATT,FULL,SEALY,1314.00
LE2-EPT-K,E KING CASSATT PLUSH EURO-TOP,STEARNS&FOSTER,MATT,KING,SEALY,1587.00
LE2-EPT-Q,QUEEN CASSATT PLUSH EURO-TOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,1335.00
LE2-EPT-SCK,SPLIT CK CASSATT PLUSH EURO-TO,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1293.00
LE2-EPT-TXL,TWINXL CASSATT PLUSH EURO-TOP,STEARNS&FOSTER,MATT,TWINXL,SEALY,1293.00
LE2-TT-CK,CAKING CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,CAKING,SEALY,1458.00
LE2-TT-F,FULL CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,FULL,SEALY,1185.00
LE2-TT-K,E KING CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,KING,SEALY,1458.00
LE2-TT-LX-CK,CAKING CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,CAKING,SEALY,1458.00
LE2-TT-LX-F,FULL CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,FULL,SEALY,1185.00
LE2-TT-LX-K,E KING CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,KING,SEALY,1458.00
LE2-TT-LX-Q,QUEEN CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,QUEEN,SEALY,1206.00
LE2-TT-LX-SCK,SPLIT CK CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1164.00
LE2-TT-LX-TXL,TWINXL CASSATT LUXURY FIRM,STEARNS&FOSTER,MATT,TWINXL,SEALY,1164.00
LE2-TT-Q,QUEEN CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,QUEEN,SEALY,1206.00
LE2-TT-SCK,SPLIT CK CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1164.00
LE2-TT-TXL,TWINXL CASSATT ULTRA FIRM,STEARNS&FOSTER,MATT,TWINXL,SEALY,1164.00
LE2-UPEPT-Q,QUEEN CASSATT ULTRA PLUSH ET,STEARNS&FOSTER,MATT,QUEEN,SEALY,1329.00
RE2-EPT-CK,CAKING HEPBURN PLUSH EURO-TOP,STEARNS&FOSTER,MATT,CAKING,SEALY,2490.00
RE2-EPT-F,FULL HEPBURN PLUSH EURO-TOP,STEARNS&FOSTER,MATT,FULL,SEALY,2230.00
RE2-EPT-K,E KING HEPBURN PLUSH EURO-TOP,STEARNS&FOSTER,MATT,KING,SEALY,2490.00
RE2-EPT-Q,QUEEN HEPBURN PLUSH EURO-TOP,STEARNS&FOSTER,MATT,QUEEN,SEALY,2250.00
RE2-EPT-SCK,SPLIT CK HEPBURN PLUSH EUROTOP,STEARNS&FOSTER,MATT,SPLCAK,SEALY,2210.00
RE2-EPT-TXL,TWINXL HEPBURN PLUSH EURO-TOP,STEARNS&FOSTER,MATT,TWINXL,SEALY,2210.00
RE2-TT-CK,CAKING HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,CAKING,SEALY,2090.00
RE2-TT-F,FULL HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,FULL,SEALY,1830.00
RE2-TT-K,E KING HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,KING,SEALY,2090.00
RE2-TT-Q,QUEEN HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,QUEEN,SEALY,1850.00
RE2-TT-SCK,SPLIT CK HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,SPLCAK,SEALY,1810.00
RE2-TT-TXL,TWINXL HEPBURN LUXURY FIRM,STEARNS&FOSTER,MATT,TWINXL,SEALY,1810.00
S&FBOX-LP-F,"FULL LP STEARNS&FOSTER FND 5""",STEARNS&FOSTER,FOUND,FUFND,SEALY,150.00
S&FBOX-LP-Q,"QUEEN LP STEARNS&FOSTER FND 5""",STEARNS&FOSTER,FOUND,QUFND,SEALY,150.00
S&FBOX-LP-SCK,"SPLIT CK LP STEARNS&FOS FND 5""",STEARNS&FOSTER,FOUND,SCKFND,SEALY,130.00
S&FBOX-LP-SPLQ,"SPLIT QU LP STEARNS&FOS FND 5""",STEARNS&FOSTER,FOUND,QUFND,SEALY,100.00
S&FBOX-LP-TXL,"TWINXL LP STEARNS&FOSTE FND 5""",STEARNS&FOSTER,FOUND,TXLFND,SEALY,130.00
S&FBOX-STD-F,"FULL STEARNS&FOSTER FND 9""",STEARNS&FOSTER,FOUND,FUFND,SEALY,150.00
S&FBOX-STD-Q,"QUEEN STEARNS&FOSTER FND 9""",STEARNS&FOSTER,FOUND,QUFND,SEALY,150.00
S&FBOX-STD-SCK,"SPLIT CK STEARNS&FOSTER FND 9""",STEARNS&FOSTER,FOUND,SCKFND,SEALY,130.00
