SKU,DESCRIPTION,BRAND,CATG,GROUP,VENDOR,REPLACE_COST
NLPR08-1170,"CAKING PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,CAKING,DIAMO,280.00
NLPR08-1180,"E KING PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,KING,DIAMO,280.00
NLPR10-1110,"TWIN PRO-GEL 10"" GEL MEMORY",DIAMO,MATT,TWIN,DIAMO,175.00
NLPR10-1130,"FULL PRO-GEL 10"" GEL MEMORY",DIAMO,MATT,FULL,DIAMO,225.00
NLPR12-1110,"TWIN PRO-GEL 12"" HYBRID MED",DIAMO,MATT,TWIN,DIAMO,210.00
RA3FCF-1110,TWIN RALLY FOAM COOLING FIRM,DIAMO,MATT,TWIN,DIAMO,435.00
RA3FCF-1120,TWINXL RALLY FOAM COOLING FIRM,DIAMO,MATT,TWINXL,DIAMO,455.00
RA3FCF-1130,FULL RALLY FOAM COOLING FIRM,DIAMO,MATT,FULL,DIAMO,560.00
RA3FCF-1150,QUEEN RALLY FOAM COOLING FIRM,DIAMO,MATT,QUEEN,DIAMO,600.00
RA3FCF-1170,CAKING RALLY FOAM COOLING FIRM,DIAMO,MATT,CAKING,DIAMO,750.00
RA3FCF-1180,E KING RALLY FOAM COOLING FIRM,DIAMO,MATT,KING,DIAMO,750.00
RA3FCM-1110,TWIN RALLY FOAM COOLING MED,DIAMO,MATT,TWIN,DIAMO,435.00
RA3FCM-1120,TWINXL RALLY FOAM COOLING MED,DIAMO,MATT,TWINXL,DIAMO,455.00
RA3FCM-1130,FULL RALLY FOAM COOLING MED,DIAMO,MATT,FULL,DIAMO,560.00
RA3FCM-1150,QUEEN RALLY FOAM COOLING MED,DIAMO,MATT,QUEEN,DIAMO,600.00
RA3FCM-1170,CAKING RALLY FOAM COOLING MED,DIAMO,MATT,CAKING,DIAMO,750.00
RA3FCM-1180,E KING RALLY FOAM COOLING MED,DIAMO,MATT,KING,DIAMO,750.00
RA3FCP-1120,TWINXL RALLY FOAM COOLING PS,DIAMO,MATT,TWINXL,DIAMO,455.00
RA3FCP-1150,QUEEN RALLY FOAM COOLING PLUSH,DIAMO,MATT,QUEEN,DIAMO,600.00
RA3FCP-1180,E KING RALLY FOAM COOLING PS,DIAMO,MATT,KING,DIAMO,750.00
RA3HCF-1110,TWIN RALLY HYBRID COOL FIRM,DIAMO,MATT,TWIN,DIAMO,415.00
RA3HCF-1120,TWINXL RALLY HYBRID COOL FIRM,DIAMO,MATT,TWINXL,DIAMO,435.00
RA3HCF-1130,FULL RALLY HYBRID COOL FIRM,DIAMO,MATT,FULL,DIAMO,530.00
RA3HCF-1150,QUEEN RALLY HYBRID COOL FIRM,DIAMO,MATT,QUEEN,DIAMO,575.00
RA3HCF-1171,SPLITCK RALLY HYBRID COOL FIRM,DIAMO,MATT,SPLCAK,DIAMO,435.00
RA3HCF-1180,E KING RALLY HYBRID COOL FIRM,DIAMO,MATT,KING,DIAMO,725.00
RA3HCF-FXL,FULLXL RALLY HYBRID COOL FIRM,DIAMO,MATT,FULLXL,DIAMO,575.00
RA3HCM-1110,TWIN RALLY HYBRID COOL MED,DIAMO,MATT,TWIN,DIAMO,415.00
RA3HCM-1120,TWINXL RALLY HYBRID COOL MED,DIAMO,MATT,TWINXL,DIAMO,435.00
RA3HCM-1130,FULL RALLY HYBRID COOL MED,DIAMO,MATT,FULL,DIAMO,530.00
RA3HCM-1150,QUEEN RALLY HYBRID COOL MED,DIAMO,MATT,QUEEN,DIAMO,575.00
RA3HCM-1170,CAKING RALLY HYBRID COOL MED,DIAMO,MATT,CAKING,DIAMO,725.00
RA3HCM-1180,E KING RALLY HYBRID COOL MED,DIAMO,MATT,KING,DIAMO,725.00
RA3HCM-FXL,FULLXL RALLY HYBRID COOL MED,DIAMO,MATT,FULLXL,DIAMO,575.00
RA3HCP-1120,TWINXL RALLY HYBRID COOL PLUSH,DIAMO,MATT,TWINXL,DIAMO,435.00
RA3HCP-1150,QUEEN RALLY HYBRID COOL PLUSH,DIAMO,MATT,QUEEN,DIAMO,575.00
RA3HCP-1170,CAKING RALLY HYBRID COOL PLUSH,DIAMO,MATT,CAKING,DIAMO,725.00
RA3HCP-FXL,FULLXL RALLY HYBRID COOL PLUSH,DIAMO,MATT,FULLXL,DIAMO,575.00
SURFSIDEFMQ,QUEEN SURFSIDE FIRM,DIAMO,MATT,QUEEN,DIAMO,286.00
TGARM3-1050,QUEEN TECHNOGEL ARMONIA 3.0,DIAMO,MATT,QUEEN,DIAMO,1695.00
TGEST3-1050,QUEEN TECHNOGEL ESTASI 3.0,DIAMO,MATT,QUEEN,DIAMO,1925.00
TGEST3-1080,E KING TECHNOGEL ESTASI 3.0,DIAMO,MATT,KING,DIAMO,2210.00
TGFAV3-1080,E KING TECHNOGEL FAVOLA 3.0,DIAMO,MATT,KING,DIAMO,2550.00
TGFAV3-10SPH80,E KINGSPH TECHNOGEL FAVOLA 3.0,DIAMO,MATT,KING,DIAMO,2750.00
TGMELH-1050,QUEEN TECHNOGEL MELODIA HYBR.,DIAMO,MATT,QUEEN,DIAMO,1335.00
ZADJU11-0050,QUEEN ADJUST ES600,DIAMO,ADJUST,QUADJ,DIAMO,583.00
ZADJU11-0080,E KING 1-PC ADJUST ES600,DIAMO,ADJUST,EKADJ,DIAMO,695.00
ZADJU12-0050,QUEEN ELEVATE KIT,DIAMO,ADJUST,ADJBAS,DIAMO,225.00
ZADJU12-0080,E KING 1-PC ELEVATE KIT,DIAMO,ADJUST,ADJBAS,DIAMO,285.00
6434-5/0,QUEEN LIFETIME PERMATUFT FIRM,EASTMAN,MATT,QUEEN,BIA,605.00
6730-6/6,E KING GREENWOOD E/T,EASTMAN,MATT,KING,BIA,675.00
6755-4/6,FULL SEVILLE LATEX EXTRA-FIRM,EASTMAN,MATT,FULL,BIA,335.00
6756-4/6,FULL SEVILLE LATEX LUX FIRM,EASTMAN,MATT,FULL,BIA,335.00
6756-5/0,QUEEN SEVILLE LATEX LUX FIRM,EASTMAN,MATT,QUEEN,BIA,390.00
6756-6/6,E KING SEVILLE LATEX LUX FIRM,EASTMAN,MATT,KING,BIA,510.00
6757-5/0,QUEEN SEVILLE LATEX PLUSH,EASTMAN,MATT,QUEEN,BIA,390.00
6757-6/6,E KING SEVILLE LATEX PLUSH,EASTMAN,MATT,KING,BIA,510.00
7701-3/3,TWIN MICAH EXTRA-FIRM,EASTMAN,MATT,TWIN,BIA,220.00
7701-39X84,SPLIT CK MICAH EXTRA-FIRM,EASTMAN,MATT,SPLCAK,BIA,235.00
7701-3X,TWINXL MICAH EXTRA-FIRM,EASTMAN,MATT,TWINXL,BIA,235.00
7701-4/6,FULL MICAH EXTRA-FIRM,EASTMAN,MATT,FULL,BIA,303.00
7701-4XL,FULLXL MICAH EXTRA-FIRM,EASTMAN,MATT,FULLXL,BIA,358.00
7701-5/0,QUEEN MICAH EXTRA-FIRM,EASTMAN,MATT,QUEEN,BIA,358.00
7701-6/6,E KING MICAH EXTRA-FIRM,EASTMAN,MATT,KING,BIA,468.00
7701-6/7,CAKING MICAH EXTRA-FIRM,EASTMAN,MATT,CAKING,BIA,468.00
7703-3/3,TWIN MICAH FIRM,EASTMAN,MATT,TWIN,BIA,220.00
7703-36X84,SPLIT CK MICAH FIRM,EASTMAN,MATT,SPLCAK,BIA,235.00
7703-3X,TWINXL MICAH FIRM,EASTMAN,MATT,TWINXL,BIA,235.00
7703-4/6,FULL MICAH FIRM,EASTMAN,MATT,FULL,BIA,303.00
7703-4XL,FULLXL MICAH FIRM,EASTMAN,MATT,FULLXL,BIA,358.00
7703-5/0,QUEEN MICAH FIRM,EASTMAN,MATT,QUEEN,BIA,358.00
CM7200IV-HB-FQ,LEEROY,FOA,FURN,HBOARD,FOA,85.00
MT-FRM40-TXL,TWINXL FRAMOS BED FRAME,FOA,BED,BEDFRA,FOA,112.00
CM7200LB-HB-T,TWIN/TWINXL LEEROY II HB,FOA,FURN,HBOARD,FOA,49.00
CM7880GY-HB,QUEEN HASSELT GREY HEADBOARD,FOA,FURN,HBOARD,FOA,79.00
CM1477GY-BED,LYCORIS DAYBED,FOA,FURN,DAYBED,FOA,299.00
CM7386BK-D,LENNART BLACK DRESSER,FOA,FURN,BED,FOA,249.00
CM7416GY-F,FULL ALISON BED GRAY,FOA,FURN,BED,FOA,185.00
FM1206GR-BED,NARDI TWIN DAYBED W/ TRUNDLE,FOA,FURN,DAYBED,FOA,299.00
PL677YW-2PK,FIFI PILLOW,FOA,PILLOW,PILLOW,FOA,37.00
CM-FC606,SHERMAN OFFICE CHAIR,FOA,FURN,LIVING,FOA,66.00
AM7971-Q,QUEEN ILA HEADBOARD,FOA,FURN,HBOARD,FOA,119.00
AM7971F,FULL ILA HEADBOARD,FOA,FURN,HBOARD,FOA,109.00
AM7971WH-EK,E KING WHITE ROCKWALL HB,FOA,FURN,HBOARD,FOA,203.00
AM7971WH-Q,QUEEN WHITE ROCKWALL HEADBOARD,FOA,FURN,HBOARD,FOA,119.00
CM7008EX-Q,QUEEN WINN PARK BED,FOA,FURN,BED,FOA,104.00
CM7051GR-HB-FQ,QN/FL HERSTAL GREEN HEADBOARD,FOA,FURN,HBOARD,FOA,65.00
CM7160BK-Q,QUEEN BLACK CARLY PLAT. BED,FOA,FURN,BED,FOA,203.00
CM7195N,LORAINE NIGHT STAND,FOA,FURN,BED,FOA,214.00
CM7386A-Q,QUEEN LENNART OAK BED,FOA,FURN,BED,FOA,219.00
CM7545CK,CAKING BED CM7545CK,FOA,FURN,BED,FOA,398.00
CM7556N,DAPHNE NIGHTSTAND,FOA,FURN,BED,FOA,85.00
CM7580GY-N,BERENICE NIGHTSTAND GRAY,FOA,FURN,BED,FOA,104.00
CM7628N,JANEIRO RUSTIC NIGHTSTAND,FOA,FURN,BED,FOA,123.00
CM7880BG-HB-FQ,FULL/QUEEN HASSELT HEADBOARD,FOA,FURN,HBOARD,FOA,79.00
CM7880GY-HB-EK,E KING GREY HASSELT HB,FOA,FURN,HBOARD,FOA,99.00
FM7213WN-Q-BED,QUEEN KIRKHAM BED,FOA,FURN,BED,FOA,169.00
L731201,ZOE TABLE LAMP BLACK,FOA,FURN,LIVING,FOA,56.00
L76297,JESSICA TABLE LAMP CHAMPAGNE,FOA,FURN,LIVING,FOA,56.00
L78106ES-2PK,SUZY TABLE LAMP (2/B0X),FOA,FURN,LIVING,FOA,94.00
RG1037,GRESFORD AREA RUG BEIGE/GRAY,FOA,FURN,RUGS,FOA,151.00
RG5189M,MED DEVELI AREA RUG GRAY,FOA,FURN,RUGS,FOA,199.00
RG5189S,SMALL DEVELI AREA RUG GRAY,FOA,FURN,RUGS,FOA,104.00
RG5194M,MED DEVELI AREA RUG CHARCOAL,FOA,FURN,RUGS,FOA,199.00
RG5194S,SMALL DEVELI AREA RUG CHARCOAL,FOA,FURN,RUGS,FOA,104.00
